quote,author,category
"Nationalist, anti-European, anti-immigrant, anti-Muslim public political figures, seem a worrying picture of a possible European future. We could still fall back into pre-Europe... and it worries me.",Tony Judt,"Political, Me, Fall "
"Sooner and later you will see great changes made, dreadful horrors and vengeances. For as the Moon is thus led by its angel, the heavens draw near to the Balance.",Nostradamus,"Great, Changes, Moon "
"What kind of town do we want in the future, and how are we going to plan on that?",Peter Berg,"Plan, Want, Kind "
Stephen King in many respects is a wonderful writer. He has made a contribution. People in the future will be able to pick up Stephen King's books and learn a lot about who we were by reading those books.,Anne Rice,"Reading, People, King "
"The truth is my idea has been to always stay at Barcelona and see out the rest of my career here. Like I always say, one doesn't know what can happen in the future, but if it were up to me to decide, I would stay at Barcelona for the rest of my career.",Lionel Messi,"Truth, Me, Truth Is "
One faces the future with one's past.,Pearl S. Buck,"Past, Faces "
"A speculator is a man who observes the future, and acts before it occurs.",Bernard Baruch,"Man, Before, Who "
Run to meet the future or it's going to run you down.,Anthony J. D'Angelo,"Down, Run, You "
"When thinking about the future, it is fashionable to be pessimistic. Yet the evidence unequivocally belies such pessimism. Over the past centuries, humanity's lot has improved dramatically - in the developed world, where it is rather obvious, but also in the developing world, where life expectancy has more than doubled in the past 100 years.",Bjorn Lomborg,"Life, Past, Humanity "
What else does anxiety about the future bring you but sorrow upon sorrow?,Thomas a Kempis,"Anxiety, You, Sorrow "
"No one's played on the moon yet. No one's played in zero gravity. Some bands have played at the Pyramids of Giza, but we'd very much like to do that in the near future.",Brandon Boyd,"Moon, Gravity, Like "
"So at some point you realize that your life is not just going to start one day in the future, that you're living it.",Brit Marling,"Life, Day, Start "
The wave of the future is coming and there is no fighting it.,Anne Morrow Lindbergh,"Fighting, Wave, Coming "
"The road to the future leads us smack into the wall. We simply ricochet off the alternatives that destiny offers. Our survival is no more than a question of 25, 50 or perhaps 100 years.",Jacques Yves Cousteau,"Road, Survival, Destiny "
"I have been over into the future, and it works.",Lincoln Steffens,"Over, Been, Works "
"Fascism, the more it considers and observes the future and the development of humanity, quite apart from political considerations of the moment, believes neither in the possibility nor the utility of perpetual peace.",Benito Mussolini,"Peace, Humanity, Political "
But I dare not think too far into the future on the risk that I'll miss the present.,Colin Farrell,"Risk, Present, Think "
"I feel often that we don't have the right language to talk about emotions in disasters. Everyone is on edge, of course, but it also pulls people away from a lot of trivial anxieties and past and future concerns and gratuitous preoccupations that we have, and refocuses us in a very intense way.",Rebecca Solnit,"Past, Language, People "
I think the future takes care of itself.,Pam Bondi,"Care, Think, I Think "
"The fact is that all writers create their precursors. Their work modifies our conception of the past, just as it is bound to modify the future.",Jorge Luis Borges,"Work, Past, Create "
"Happy is the person who knows what to remember of the past, what to enjoy in the present, and what to plan for in the future.",Arnold H. Glasow,"Happy, Past, Remember "
"This ought to be a season for cooperation in terms of pushing our economy forward, job creation, steadying the middle class, and laying the groundwork for a better future. And that's what we want to work on with Republicans and Democrats.",David Axelrod,"Work, Job, Want "
"Ensuring a bright future for all our children is the responsibility of the community, the schools, families and like it or not- politicians as well.",Michael N. Castle,"Children, Community "
"I always felt like my future was at stake every time I stepped on stage and that was kind of hair-raising. At some point I just went, don't be frightened, you can't do anything wrong, it's your show.",Rickie Lee Jones,"Time, You, Kind "
"In exile, I have tried to profit by the past and prepare for the future.",Lajos Kossuth,"Past, Prepare, Profit "
"In charting our course to the future, we are mindful of our path from the past.",Brad Henry,"Path, Past, Course "
"We cannot win the future, expand the economy and spur job creation if we are saddled with increasingly growing deficits. That is why the president's budget is a comprehensive and responsible plan that will put us on a path toward fiscal sustainability in the next few years - a down payment toward tackling our challenges in the long term.",Jacob Lew,"Path, Job, Challenges "
I never think too far into the future. I'm too busy thinking about tomorrow's news.,Matt Drudge,"Thinking, Tomorrow, Busy "
"Everything born has to die, in order to make room for the future.",Joan D. Vinge,"Die, Born, Everything "
A coldly rationalist individualist can deny that he has any obligation to make sacrifices for the future.,Garrett Hardin,"Obligation, He, Sacrifices "
"California has something which not every place in the world has: It has what I would call a sunny side, and I don't mean just physically, but the sunny side is a future. California's worth saving, to put it bluntly.",Nicolas Berggruen,"World, Place, Mean "
"Find the beliefs that are strangling your feelings, challenge them for your sake as well as theirs, and see how it feels to love someone without a thought about the future, simply for who they are today.",Andrew J. Bernstein,"Love, Today, Challenge "
"To some degree we all live with uncertainty. We have no control over the future. Yet we carry on, we persevere, because, I guess, it's the way we're made.",Karen Thompson Walker,"Control, Live, Uncertainty "
Most creative work is a process of people passing ideas and inspirations from the past into the future and adding their own creativity along the way.,Joichi Ito,"Work, Creativity, Past "
"That future depends on the values of self-government, our sense of duty, loyalty, self-confidence and regard for the common good. We are a diverse country, and getting more diverse. And these virtues are what keep this great country together.",Jeff Miller,"Good, Great, Together "
I'm excited about what the future will bring and I think the best is yet to come.,Alonzo Mourning,"Best, Think, Bring "
"Hence, in desiring, the more the enjoyment is delayed, the more fancy begins to weave about the object images of future fruition, and to clothe the desired object with properties calculated to inflame the impulse.",Samuel Alexander,"Enjoyment, Weave, Fancy "
The future is always beginning now.,Mark Strand,"Beginning, Now, Always "
America cannot turn its back on the economic future and women-owned businesses are part of that future.,Ruben Hinojosa,"America, Turn, Economic "
Tomorrow is no man's gift.,Gilbert Parker,"Man, Tomorrow, Gift "
"The truth is, natural organisms have managed to do everything we want to do without guzzling fossil fuels, polluting the planet or mortgaging the future.",Janine Benyus,"Truth, Want, Truth Is "
"The people of the future will say, meat-eaters in disgust and regard us in the same way that we regard cannibals and cannibalism.",Dennis Weaver,"People, Way, Say "
"I claim for Canada this, that in future Canada shall be at liberty to act or not act, to interfere or not interfere, to do just as she pleases, and that she shall reserve to herself the right to judge whether or not there is cause for her to act.",Wilfrid Laurier,"Canada, Liberty, Judge "
"If you deliver excellence right now, that gives you the best shot at the best future you've got coming.",Robert Forster,"Best, Excellence, You "
"Any political party that undertakes to do it will, in God's name, be trampled, as it ought to be trampled, into the dust of condemnation, now and in the future.",Richard Parks Bland,"God, Political, Party "
We owe it to the victims of the suicide bombers who struck London on 7 July 2005 to find out how the attacks happened and to learn the lessons that will spare lives in the future.,Pauline Neville-Jones,"Suicide, Learn, London "
We grow in time to trust the future for our answers.,Ruth Benedict,"Time, Trust, Grow "
"You know when you're young you think you will always be. As you become more fragile, you reflect and you realize how much comfort can come from the past. Hymns can carry you into the future.",Andy Griffith,"Past, Comfort, Know "
The present moment is changing so fast that we often do not notice its existence at all. Every moment of mind is like a series of pictures passing through a projector. Some of the pictures come from sense impressions. Others come from memories of past experiences or from fantasies of the future.,Henepola Gunaratana,"Memories, Past, Mind "
There is no justifiable prediction about how the hypothesis will hold up in the future its degree of corroboration simply is a historical statement describing how severely the hypothesis has been tested in the past. ,Robert Nozick,"Past, Will, Hold "
"Our awesome responsibility to ourselves, to our children, and to the future is to create ourselves in the image of goodness, because the future depends on the nobility of our imaginings.",Barbara Grizzuti Harrison,"Children, Responsibility "
A quality is something capable of being completely embodied. A law never can be embodied in its character as a law except by determining a habit. A quality is how something may or might have been. A law is how an endless future must continue to be.,Charles Sanders Peirce,"Character, Law, Quality "
"It's like real life: We don't get a preview of what's coming up, thank God, and we don't build our own character from what we're going to be informed with in the future.",Frances Conroy,"Life, Character, God "
"We all have a common goal, and we know it's all for our future good.",Marta Kristen,"Good, Goal, Know "
"To a father, when a child dies, the future dies; to a child when a parent dies, the past dies.",Red Auerbach,"Father, Past, Child "
The future isn't just a place you'll go. It's a place you will invent.,Nancy Duarte,"You, Place, Will "
The Christian of the future will be a mystic or he will not exist at all.,Karl Rahner,"Christian, Will, Exist "
I do believe the most important thing I can do now is to help young people understand the past and prepare for the future.,John C. Stennis,"Past, Believe, Help "
"I'd say I'm a bit antimadridista although I do not know where my future will be, but it's a team that I never liked. I get the impression that it is an arrogant club, about how the players are. Without humility, you cannot get anywhere.",Isco,"Team, Humility, Know "
The future is now.,Nam June Paik,Now
"In all my life and in the future, I will always be a faithful and loyal servant to all of my compatriots.",Norodom Sihamoni,"Life, My Life, Servant "
The future is as bright as the promises of God.,William Carey,"God, Promises, Bright "
